AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 9,All,2017-18,27,6.8,6.2,5.8,0,377,"6,549",99.2%
Region,Region 9,All,2017-18,28,6.7,6.1,5.9,1,393,"6,667",> 100%
Region,Region 9,All,2017-18,29,6.6,6,6.1,1,394,"6,513",98.7%
Region,Region 9,All,2017-18,30,6.5,6,6.4,2,417,"6,522",98.8%
Region,Region 9,All,2017-18,31,6.4,5.9,5.9,1,381,"6,459",97.9%
Region,Region 9,All,2017-18,32,6.4,5.9,6.2,0,400,"6,440",97.6%
Region,Region 9,All,2017-18,33,6.4,5.8,5.8,2,375,"6,457",97.8%
Region,Region 9,All,2017-18,34,6.4,5.8,5.5,2,353,"6,442",97.6%
Region,Region 9,All,2017-18,35,6.4,5.8,5.3,0,339,"6,435",97.5%
Region,Region 9,All,2017-18,36,6.4,5.9,5.8,0,366,"6,315",95.7%
Region,Region 9,All,2017-18,37,6.4,5.9,6.5,0,419,"6,428",97.4%
Region,Region 9,All,2017-18,38,6.5,6,6.2,2,400,"6,505",98.6%
Region,Region 9,All,2017-18,39,6.6,6,5.9,1,381,"6,496",98.4%
Region,Region 10,All,2017-18,40,5.3,4.7,4.5,1,92,"2,077",> 100%
Region,Region 10,All,2017-18,41,5.4,4.8,5.9,0,125,"2,104",> 100%
Region,Region 10,All,2017-18,42,5.6,5,4.6,3,94,"2,087",> 100%
Region,Region 10,All,2017-18,43,5.7,5.1,4.9,0,104,"2,132",> 100%
Region,Region 10,All,2017-18,44,5.8,5.2,5.7,3,118,"2,136",> 100%
Region,Region 10,All,2017-18,45,5.9,5.3,4.9,3,102,"2,139",> 100%
Region,Region 10,All,2017-18,46,6.1,5.5,5.6,1,118,"2,108",> 100%
Region,Region 10,All,2017-18,47,6.2,5.6,4.7,3,95,"2,064",> 100%
Region,Region 10,All,2017-18,48,6.3,5.7,5.6,3,118,"2,161",> 100%
Region,Region 10,All,2017-18,49,6.4,5.9,6,12,110,"2,038",> 100%
Region,Region 10,All,2017-18,50,6.6,6,5.7,8,119,"2,228",> 100%
Region,Region 10,All,2017-18,51,6.7,6.1,6.9,25,134,"2,304",> 100%
Region,Region 10,All,2017-18,52,6.8,6.2,7.9,37,152,"2,385",> 100%
Region,Region 10,All,2017-18,1,6.9,6.3,9.3,67,157,"2,418",> 100%
Region,Region 10,All,2017-18,2,6.9,6.3,9.4,91,151,"2,563",> 100%
Region,Region 10,All,2017-18,3,7,6.4,10.9,78,180,"2,357",> 100%
Region,Region 10,All,2017-18,4,7,6.4,9.2,48,167,"2,326",> 100%
Region,Region 10,All,2017-18,5,7,6.5,8.9,52,148,"2,247",> 100%
Region,Region 10,All,2017-18,6,7.1,6.5,8.9,49,149,"2,228",> 100%
Region,Region 10,All,2017-18,7,7,6.5,7.8,39,133,"2,200",> 100%
Region,Region 10,All,2017-18,8,7,6.5,7.2,32,129,"2,239",> 100%
Region,Region 10,All,2017-18,9,7,6.4,7.3,37,131,"2,316",> 100%
Region,Region 10,All,2017-18,10,6.9,6.4,7.7,32,142,"2,261",> 100%
Region,Region 10,All,2017-18,11,6.8,6.3,6.8,27,129,"2,297",> 100%
Region,Region 10,All,2017-18,12,6.8,6.2,6.7,34,120,"2,288",> 100%
Region,Region 10,All,2017-18,13,6.7,6.1,6.8,30,120,"2,196",> 100%
Region,Region 10,All,2017-18,14,6.5,6,7.6,26,148,"2,304",> 100%
Region,Region 10,All,2017-18,15,6.4,5.9,6.9,18,138,"2,277",> 100%
Region,Region 10,All,2017-18,16,6.3,5.7,5.7,9,113,"2,139",> 100%
Region,Region 10,All,2017-18,17,6.1,5.6,5.6,7,110,"2,108",> 100%
Region,Region 10,All,2017-18,18,6,5.4,5.6,8,108,"2,079",> 100%
Region,Region 10,All,2017-18,19,5.8,5.3,5.2,4,102,"2,033",99.8%
Region,Region 10,All,2017-18,20,5.7,5.1,6.3,3,127,"2,080",> 100%
Region,Region 10,All,2017-18,21,5.5,5,5.1,3,96,"1,945",95.4%
Region,Region 10,All,2017-18,22,5.4,4.8,4.5,3,89,"2,046",> 100%
Region,Region 10,All,2017-18,23,5.2,4.7,5.2,4,104,"2,072",> 100%
Region,Region 10,All,2017-18,24,5.1,4.6,5.1,1,107,"2,100",> 100%
Region,Region 10,All,2017-18,25,5,4.4,4.3,1,90,"2,112",> 100%
Region,Region 10,All,2017-18,26,4.9,4.3,4.4,2,86,"1,988",97.6%
Region,Region 10,All,2017-18,27,4.8,4.2,4.1,0,87,"2,142",> 100%
Region,Region 10,All,2017-18,28,4.7,4.1,4.3,1,91,"2,145",> 100%
Region,Region 10,All,2017-18,29,4.6,4,3.7,1,72,"1,949",95.6%
Region,Region 10,All,2017-18,30,4.5,4,4,0,78,"1,956",96%
Region,Region 10,All,2017-18,31,4.5,3.9,3.6,0,72,"2,007",98.5%
Region,Region 10,All,2017-18,32,4.4,3.9,3.5,0,71,"2,048",> 100%
Region,Region 10,All,2017-18,33,4.4,3.9,3.7,0,74,"2,025",99.4%
Region,Region 10,All,2017-18,34,4.4,3.9,3.9,0,77,"1,960",96.2%
Region,Region 10,All,2017-18,35,4.4,3.9,4,1,80,"2,007",98.5%
Region,Region 10,All,2017-18,36,4.5,3.9,4.1,0,83,"2,043",> 100%
Region,Region 10,All,2017-18,37,4.5,4,3.8,0,75,"1,965",96.4%
Region,Region 10,All,2017-18,38,4.6,4,4.3,1,86,"2,037",100%
Region,Region 10,All,2017-18,39,4.7,4.1,4.2,1,83,"1,981",97.2%
Region,Region 1,All,2016-17,40,7,6.2,6,0,149,"2,482",> 100%
Region,Region 1,All,2016-17,41,7.1,6.3,6.2,0,153,"2,453",100%
Region,Region 1,All,2016-17,42,7.2,6.4,6,0,151,"2,498",> 100%
Region,Region 1,All,2016-17,43,7.3,6.5,7.3,1,173,"2,391",97.4%
Region,Region 1,All,2016-17,44,7.5,6.7,6.4,1,164,"2,573",> 100%
Region,Region 1,All,2016-17,45,7.6,6.8,6.2,1,160,"2,586",> 100%
Region,Region 1,All,2016-17,46,7.7,6.9,6.3,0,164,"2,624",> 100%
Region,Region 1,All,2016-17,47,7.9,7.1,6.8,1,171,"2,548",> 100%
Region,Region 1,All,2016-17,48,8,7.2,7,1,182,"2,597",> 100%
Region,Region 1,All,2016-17,49,8.2,7.4,6.1,1,159,"2,609",> 100%
Region,Region 1,All,2016-17,50,8.3,7.5,7.4,2,190,"2,584",> 100%
Region,Region 1,All,2016-17,51,8.4,7.7,7.2,3,190,"2,670",> 100%
Region,Region 1,All,2016-17,52,8.6,7.8,7.4,7,193,"2,710",> 100%
Region,Region 1,All,2016-17,1,8.7,7.9,8.2,12,213,"2,747",> 100%
Region,Region 1,All,2016-17,2,8.8,8,8.7,11,236,"2,854",> 100%
Region,Region 1,All,2016-17,3,8.9,8.1,8.6,17,224,"2,801",> 100%
Region,Region 1,All,2016-17,4,9,8.2,8.5,23,214,"2,781",> 100%
Region,Region 1,All,2016-17,5,9.1,8.3,8.7,18,225,"2,806",> 100%
Region,Region 1,All,2016-17,6,9.1,8.3,9.7,23,260,"2,924",> 100%
Region,Region 1,All,2016-17,7,9.2,8.4,10.1,51,249,"2,957",> 100%
Region,Region 1,All,2016-17,8,9.2,8.4,9.9,51,231,"2,861",> 100%
Region,Region 1,All,2016-17,9,9.2,8.4,10.3,55,225,"2,731",> 100%
Region,Region 1,All,2016-17,10,9.2,8.4,9.4,35,229,"2,812",> 100%
Region,Region 1,All,2016-17,11,9.2,8.4,9.2,28,215,"2,650",> 100%
Region,Region 1,All,2016-17,12,9.1,8.3,9.3,18,228,"2,632",> 100%
Region,Region 1,All,2016-17,13,9,8.3,9.6,30,236,"2,773",> 100%
Region,Region 1,All,2016-17,14,9,8.2,7.6,21,187,"2,732",> 100%
Region,Region 1,All,2016-17,15,8.9,8.1,8.2,23,198,"2,683",> 100%
Region,Region 1,All,2016-17,16,8.8,8,8.1,19,187,"2,558",> 100%
Region,Region 1,All,2016-17,17,8.6,7.9,7.6,6,191,"2,608",> 100%
Region,Region 1,All,2016-17,18,8.5,7.7,7.8,8,190,"2,526",> 100%
Region,Region 1,All,2016-17,19,8.4,7.6,7,4,165,"2,400",97.8%
Region,Region 1,All,2016-17,20,8.2,7.4,7.3,5,173,"2,454",> 100%
Region,Region 1,All,2016-17,21,8.1,7.3,7,1,162,"2,345",95.6%
Region,Region 1,All,2016-17,22,7.9,7.1,5.8,0,138,"2,383",97.1%
Region,Region 1,All,2016-17,23,7.8,7,7,1,165,"2,366",96.4%
Region,Region 1,All,2016-17,24,7.6,6.8,7.9,0,192,"2,429",99%
Region,Region 1,All,2016-17,25,7.5,6.7,5.7,1,140,"2,459",> 100%
Region,Region 1,All,2016-17,26,7.3,6.5,6.6,1,158,"2,411",98.3%
Region,Region 1,All,2016-17,27,7.2,6.4,6.8,0,161,"2,378",96.9%
Region,Region 1,All,2016-17,28,7.1,6.3,6.2,0,149,"2,387",97.3%
Region,Region 1,All,2016-17,29,6.9,6.2,6.1,1,143,"2,355",96%
Region,Region 1,All,2016-17,30,6.8,6.1,6.3,0,143,"2,270",92.5%
Region,Region 1,All,2016-17,31,6.8,6,6.7,0,167,"2,482",> 100%
Region,Region 1,All,2016-17,32,6.7,5.9,5.6,0,132,"2,348",95.7%
Region,Region 1,All,2016-17,33,6.6,5.9,5.7,0,135,"2,381",97%
Region,Region 1,All,2016-17,34,6.6,5.8,7.1,0,164,"2,302",93.8%
Region,Region 1,All,2016-17,35,6.6,5.8,5,0,117,"2,330",95%
Region,Region 1,All,2016-17,36,6.6,5.8,5.7,0,138,"2,410",98.2%
Region,Region 1,All,2016-17,37,6.6,5.8,6.7,0,163,"2,416",98.5%
Region,Region 1,All,2016-17,38,6.6,5.9,6.3,0,144,"2,302",93.8%
Region,Region 1,All,2016-17,39,6.7,5.9,5.3,0,123,"2,331",95%
Region,Region 2,All,2016-17,40,7,6.4,6.8,3,289,"4,275",99.2%
Region,Region 2,All,2016-17,41,7.1,6.5,7,2,298,"4,311",> 100%
Region,Region 2,All,2016-17,42,7.2,6.6,7,0,314,"4,465",> 100%
Region,Region 2,All,2016-17,43,7.3,6.7,6.6,1,284,"4,349",> 100%
Region,Region 2,All,2016-17,44,7.4,6.8,6.7,0,294,"4,404",> 100%
Region,Region 2,All,2016-17,45,7.5,7,6.8,1,303,"4,500",> 100%
Region,Region 2,All,2016-17,46,7.6,7.1,6.9,1,309,"4,510",> 100%
Region,Region 2,All,2016-17,47,7.7,7.2,6.8,0,295,"4,359",> 100%
Region,Region 2,All,2016-17,48,7.9,7.3,6.8,1,306,"4,538",> 100%
Region,Region 2,All,2016-17,49,8,7.4,6.9,1,306,"4,467",> 100%
Region,Region 2,All,2016-17,50,8.1,7.5,6.8,2,311,"4,598",> 100%
Region,Region 2,All,2016-17,51,8.2,7.7,6.6,4,312,"4,779",> 100%
Region,Region 2,All,2016-17,52,8.3,7.8,7.6,5,354,"4,737",> 100%
Region,Region 2,All,2016-17,1,8.4,7.9,8.4,21,395,"4,930",> 100%
Region,Region 2,All,2016-17,2,8.5,7.9,8.9,27,420,"5,046",> 100%
Region,Region 2,All,2016-17,3,8.6,8,8.8,25,400,"4,841",> 100%
Region,Region 2,All,2016-17,4,8.6,8.1,8.4,32,388,"5,015",> 100%
Region,Region 2,All,2016-17,5,8.7,8.1,9,32,407,"4,881",> 100%
Region,Region 2,All,2016-17,6,8.7,8.2,8.5,27,388,"4,900",> 100%
Region,Region 2,All,2016-17,7,8.7,8.2,9.3,35,412,"4,793",> 100%
Region,Region 2,All,2016-17,8,8.7,8.2,9.3,33,415,"4,799",> 100%
Region,Region 2,All,2016-17,9,8.7,8.2,8.1,35,337,"4,600",> 100%
Region,Region 2,All,2016-17,10,8.7,8.1,7.7,18,349,"4,746",> 100%
Region,Region 2,All,2016-17,11,8.7,8.1,7.7,16,348,"4,706",> 100%
Region,Region 2,All,2016-17,12,8.6,8.1,7.8,12,350,"4,639",> 100%
Region,Region 2,All,2016-17,13,8.5,8,6.9,8,297,"4,424",> 100%
Region,Region 2,All,2016-17,14,8.5,7.9,8,12,344,"4,427",> 100%
Region,Region 2,All,2016-17,15,8.4,7.8,7.9,11,348,"4,565",> 100%
Region,Region 2,All,2016-17,16,8.3,7.7,7.6,8,324,"4,381",> 100%
Region,Region 2,All,2016-17,17,8.2,7.6,7.1,11,308,"4,469",> 100%
Region,Region 2,All,2016-17,18,8.1,7.5,6.8,3,286,"4,271",99.2%
Region,Region 2,All,2016-17,19,8,7.4,6.1,1,258,"4,242",98.5%
Region,Region 2,All,2016-17,20,7.8,7.3,6.6,8,285,"4,441",> 100%
Region,Region 2,All,2016-17,21,7.7,7.2,6.6,3,273,"4,204",97.6%
Region,Region 2,All,2016-17,22,7.6,7.1,6.7,1,278,"4,151",96.4%
Region,Region 2,All,2016-17,23,7.5,6.9,6.5,0,271,"4,182",97.1%
Region,Region 2,All,2016-17,24,7.4,6.8,6.9,1,289,"4,206",97.6%
Region,Region 2,All,2016-17,25,7.3,6.7,5.8,0,243,"4,185",97.2%
Region,Region 2,All,2016-17,26,7.2,6.6,6.8,0,278,"4,092",95%
Region,Region 2,All,2016-17,27,7.1,6.5,6.7,0,278,"4,143",96.2%
Region,Region 2,All,2016-17,28,7,6.4,7.2,0,291,"4,037",93.7%
Region,Region 2,All,2016-17,29,6.9,6.4,6.1,0,251,"4,095",95.1%
Region,Region 2,All,2016-17,30,6.8,6.3,7,0,277,"3,964",92%
Region,Region 2,All,2016-17,31,6.8,6.2,6,0,247,"4,113",95.5%
Region,Region 2,All,2016-17,31,6.7,6.2,6,0,247,"4,113",95.5%
Region,Region 2,All,2016-17,32,6.7,6.2,6.3,0,255,"4,030",93.6%
Region,Region 2,All,2016-17,33,6.7,6.2,6.5,0,262,"4,040",93.8%
Region,Region 2,All,2016-17,34,6.7,6.2,7.4,0,306,"4,124",95.7%
Region,Region 2,All,2016-17,35,6.7,6.2,5.8,0,246,"4,224",98.1%
Region,Region 2,All,2016-17,36,6.8,6.2,6.4,0,266,"4,157",96.5%
Region,Region 2,All,2016-17,37,6.8,6.3,6.4,0,264,"4,146",96.3%
Region,Region 2,All,2016-17,38,6.9,6.3,6.1,0,256,"4,167",96.7%
Region,Region 2,All,2016-17,39,7,6.4,5.8,1,241,"4,174",96.9%
Region,Region 3,All,2016-17,40,6,5.4,5.6,0,306,"5,428",> 100%
Region,Region 3,All,2016-17,41,6,5.5,5.7,1,312,"5,459",> 100%
Region,Region 3,All,2016-17,42,6.1,5.6,5.8,1,318,"5,483",> 100%
Region,Region 3,All,2016-17,43,6.2,5.7,5.9,2,316,"5,423",> 100%
Region,Region 3,All,2016-17,44,6.3,5.8,5.9,3,319,"5,428",> 100%
Region,Region 3,All,2016-17,45,6.4,5.9,5.2,0,291,"5,555",> 100%
Region,Region 3,All,2016-17,46,6.5,6,5.7,0,323,"5,633",> 100%
Region,Region 3,All,2016-17,47,6.6,6.1,5.6,2,316,"5,670",> 100%
Region,Region 3,All,2016-17,48,6.8,6.2,5.6,4,317,"5,768",> 100%
Region,Region 3,All,2016-17,49,6.9,6.3,6.3,3,358,"5,719",> 100%
Region,Region 3,All,2016-17,50,7,6.4,6.1,2,349,"5,737",> 100%
Region,Region 3,All,2016-17,51,7.1,6.5,6.4,5,368,"5,824",> 100%
Region,Region 3,All,2016-17,52,7.1,6.6,6.7,12,396,"6,091",> 100%
Region,Region 3,All,2016-17,1,7.2,6.7,7.6,28,447,"6,238",> 100%
Region,Region 3,All,2016-17,2,7.3,6.8,7.2,25,425,"6,274",> 100%
Region,Region 3,All,2016-17,3,7.4,6.8,8.2,30,489,"6,329",> 100%
Region,Region 3,All,2016-17,4,7.4,6.9,7.8,23,456,"6,112",> 100%
Region,Region 3,All,2016-17,5,7.4,6.9,8,37,444,"6,030",> 100%
Region,Region 3,All,2016-17,6,7.5,6.9,7.7,48,426,"6,129",> 100%
Region,Region 3,All,2016-17,7,7.5,6.9,7.6,57,418,"6,227",> 100%
Region,Region 3,All,2016-17,8,7.5,6.9,7.9,62,427,"6,185",> 100%
Region,Region 3,All,2016-17,9,7.5,6.9,8,60,418,"5,975",> 100%
Region,Region 3,All,2016-17,10,7.4,6.9,7.3,53,385,"6,040",> 100%
Region,Region 3,All,2016-17,11,7.4,6.9,7.1,26,393,"5,904",> 100%
Region,Region 3,All,2016-17,12,7.3,6.8,8,35,447,"5,991",> 100%
Region,Region 3,All,2016-17,13,7.3,6.7,6.9,47,361,"5,893",> 100%
Region,Region 3,All,2016-17,14,7.2,6.7,6.8,27,365,"5,789",> 100%
Region,Region 3,All,2016-17,15,7.1,6.6,7.3,23,401,"5,793",> 100%
Region,Region 3,All,2016-17,16,7,6.5,6.4,17,334,"5,512",> 100%
Region,Region 3,All,2016-17,17,6.9,6.4,5.8,10,312,"5,510",> 100%
Region,Region 3,All,2016-17,18,6.8,6.3,5.6,5,297,"5,402",> 100%
Region,Region 3,All,2016-17,19,6.7,6.2,6.4,3,336,"5,256",97.9%
Region,Region 3,All,2016-17,20,6.6,6,5.4,7,285,"5,373",> 100%
Region,Region 3,All,2016-17,21,6.5,5.9,5.5,0,289,"5,294",98.6%
Region,Region 3,All,2016-17,22,6.3,5.8,5.1,1,273,"5,336",99.4%
Region,Region 3,All,2016-17,23,6.2,5.7,6,1,320,"5,352",99.7%
Region,Region 3,All,2016-17,24,6.1,5.6,5.4,2,286,"5,343",99.5%
Region,Region 3,All,2016-17,25,6,5.5,5.3,1,279,"5,253",97.8%
Region,Region 3,All,2016-17,26,5.9,5.4,5,0,261,"5,182",96.5%
Region,Region 3,All,2016-17,27,5.8,5.3,5.1,0,263,"5,165",96.2%
Region,Region 3,All,2016-17,28,5.7,5.2,5.6,0,292,"5,201",96.9%
Region,Region 3,All,2016-17,29,5.7,5.1,5.3,1,270,"5,114",95.2%
Region,Region 3,All,2016-17,30,5.6,5.1,5.3,1,261,"4,987",92.9%
Region,Region 3,All,2016-17,31,5.6,5,4.9,0,250,"5,056",94.2%
Region,Region 3,All,2016-17,32,5.5,5,5.2,0,271,"5,183",96.5%
Region,Region 3,All,2016-17,33,5.5,5,5,1,259,"5,211",97.1%
Region,Region 3,All,2016-17,34,5.5,5,5.1,0,260,"5,143",95.8%
Region,Region 3,All,2016-17,35,5.5,5,5.1,0,269,"5,233",97.5%
Region,Region 3,All,2016-17,36,5.5,5,5.1,0,262,"5,169",96.3%
Region,Region 3,All,2016-17,37,5.6,5,5,0,269,"5,385",> 100%
Region,Region 3,All,2016-17,38,5.6,5.1,5.7,1,302,"5,301",98.7%
Region,Region 3,All,2016-17,39,5.7,5.1,5.4,0,287,"5,276",98.3%
Region,Region 4,All,2016-17,40,6.1,5.7,5.6,6,635,"11,482",99.8%
Region,Region 4,All,2016-17,41,6.2,5.8,6,1,700,"11,700",> 100%
Region,Region 4,All,2016-17,42,6.3,5.9,5.8,0,662,"11,455",99.6%
Region,Region 4,All,2016-17,43,6.4,6,6.1,4,696,"11,536",> 100%
Region,Region 4,All,2016-17,44,6.5,6.1,5.7,2,657,"11,511",> 100%
Region,Region 4,All,2016-17,45,6.6,6.2,5.9,5,698,"11,902",> 100%
Region,Region 4,All,2016-17,46,6.7,6.3,5.9,3,713,"12,088",> 100%
Region,Region 4,All,2016-17,47,6.8,6.4,6,5,727,"12,138",> 100%
Region,Region 4,All,2016-17,48,6.9,6.5,6.4,5,791,"12,425",> 100%
Region,Region 4,All,2016-17,49,7,6.6,6.6,6,813,"12,396",> 100%
Region,Region 4,All,2016-17,50,7.1,6.7,6.8,4,846,"12,553",> 100%
Region,Region 4,All,2016-17,51,7.2,6.8,6.5,12,796,"12,452",> 100%
Region,Region 4,All,2016-17,52,7.3,6.9,7.2,21,886,"12,668",> 100%
Region,Region 4,All,2016-17,1,7.3,7,7.5,28,962,"13,210",> 100%
Region,Region 4,All,2016-17,2,7.4,7,7,32,897,"13,352",> 100%
Region,Region 4,All,2016-17,3,7.5,7.1,7.6,35,937,"12,837",> 100%
Region,Region 4,All,2016-17,4,7.5,7.1,7.4,33,876,"12,315",> 100%
Region,Region 4,All,2016-17,5,7.5,7.2,7.3,30,914,"12,862",> 100%
Region,Region 4,All,2016-17,6,7.5,7.2,7.1,43,863,"12,838",> 100%
Region,Region 4,All,2016-17,7,7.5,7.2,7.3,73,863,"12,841",> 100%
Region,Region 4,All,2016-17,8,7.5,7.2,7.8,111,913,"13,082",> 100%
Region,Region 4,All,2016-17,9,7.5,7.1,7.5,85,875,"12,754",> 100%
Region,Region 4,All,2016-17,10,7.5,7.1,7.5,115,844,"12,780",> 100%
Region,Region 4,All,2016-17,11,7.4,7,7.6,79,883,"12,658",> 100%
Region,Region 4,All,2016-17,12,7.3,7,7.5,72,907,"13,031",> 100%
Region,Region 4,All,2016-17,13,7.3,6.9,7.4,71,867,"12,653",> 100%
Region,Region 4,All,2016-17,14,7.2,6.8,7.3,73,830,"12,444",> 100%
Region,Region 4,All,2016-17,15,7.1,6.7,6.8,52,775,"12,251",> 100%
Region,Region 4,All,2016-17,16,7,6.6,6.7,32,770,"12,015",> 100%
Region,Region 4,All,2016-17,17,6.9,6.5,6.3,20,734,"11,931",> 100%
Region,Region 4,All,2016-17,18,6.8,6.4,6,15,690,"11,718",> 100%
Region,Region 4,All,2016-17,19,6.7,6.3,5.8,17,658,"11,649",> 100%
Region,Region 4,All,2016-17,20,6.6,6.2,5.8,7,685,"11,900",> 100%
Region,Region 4,All,2016-17,21,6.5,6.1,5.7,5,661,"11,598",> 100%
Region,Region 4,All,2016-17,22,6.3,6,5.7,5,652,"11,541",> 100%
Region,Region 4,All,2016-17,23,6.2,5.9,5.8,2,685,"11,791",> 100%
Region,Region 4,All,2016-17,24,6.1,5.8,5.9,1,667,"11,293",98.1%
Region,Region 4,All,2016-17,25,6,5.7,5.6,3,648,"11,645",> 100%
Region,Region 4,All,2016-17,26,6,5.6,5.9,2,681,"11,501",99.9%
Region,Region 4,All,2016-17,27,5.9,5.5,5.3,4,607,"11,606",> 100%
Region,Region 4,All,2016-17,28,5.8,5.4,6.1,2,697,"11,379",98.9%
Region,Region 4,All,2016-17,29,5.8,5.4,5.3,3,608,"11,527",> 100%
Region,Region 4,All,2016-17,30,5.7,5.3,5.6,0,640,"11,376",98.9%
Region,Region 4,All,2016-17,31,5.7,5.3,5.4,1,620,"11,440",99.4%
Region,Region 4,All,2016-17,32,5.7,5.3,5.3,2,606,"11,464",99.6%
Region,Region 4,All,2016-17,33,5.6,5.3,5.1,3,588,"11,652",> 100%
Region,Region 4,All,2016-17,34,5.6,5.3,5.3,1,590,"11,257",97.8%
Region,Region 4,All,2016-17,35,5.7,5.3,5.5,1,638,"11,531",> 100%
Region,Region 4,All,2016-17,36,5.7,5.3,5.8,6,665,"11,617",> 100%
Region,Region 4,All,2016-17,37,5.7,5.4,5.8,1,685,"11,866",> 100%
Region,Region 4,All,2016-17,38,5.8,5.4,5.5,4,646,"11,801",> 100%
Region,Region 4,All,2016-17,39,5.8,5.5,5.7,10,667,"11,805",> 100%
Region,Region 5,All,2016-17,40,6,5.5,5.9,1,542,"9,227",> 100%
Region,Region 5,All,2016-17,41,6.1,5.6,6.1,0,568,"9,241",> 100%
Region,Region 5,All,2016-17,42,6.2,5.7,5.9,1,530,"8,929",98.5%
Region,Region 5,All,2016-17,43,6.3,5.8,5.8,2,530,"9,218",> 100%
Region,Region 5,All,2016-17,44,6.4,5.9,5.6,1,512,"9,139",> 100%
Region,Region 5,All,2016-17,45,6.5,6,5.9,3,537,"9,128",> 100%
Region,Region 5,All,2016-17,46,6.6,6.1,5.6,0,530,"9,541",> 100%
Region,Region 5,All,2016-17,47,6.7,6.2,5.8,3,536,"9,255",> 100%
Region,Region 5,All,2016-17,48,6.8,6.3,6.3,5,581,"9,331",> 100%
Region,Region 5,All,2016-17,49,6.9,6.4,6.1,8,577,"9,637",> 100%
Region,Region 5,All,2016-17,50,7,6.5,6.3,3,625,"10,039",> 100%
Region,Region 5,All,2016-17,51,7.1,6.6,6.3,8,627,"10,021",> 100%
Region,Region 5,All,2016-17,52,7.2,6.7,6.5,17,634,"10,087",> 100%
Region,Region 5,All,2016-17,1,7.3,6.8,7.3,16,749,"10,470",> 100%
Region,Region 5,All,2016-17,2,7.4,6.9,7.3,28,746,"10,612",> 100%
Region,Region 5,All,2016-17,3,7.4,6.9,7,23,706,"10,438",> 100%
Region,Region 5,All,2016-17,4,7.5,7,7.7,37,757,"10,295",> 100%
Region,Region 5,All,2016-17,5,7.5,7,7,35,665,"10,070",> 100%
Region,Region 5,All,2016-17,6,7.5,7,7.5,57,728,"10,535",> 100%
Region,Region 5,All,2016-17,7,7.5,7.1,8,92,739,"10,337",> 100%
Region,Region 5,All,2016-17,8,7.5,7,8,117,707,"10,272",> 100%
Region,Region 5,All,2016-17,9,7.5,7,8.6,123,753,"10,134",> 100%
Region,Region 5,All,2016-17,10,7.5,7,8.6,119,758,"10,193",> 100%
Region,Region 5,All,2016-17,11,7.4,7,7.9,132,658,"10,023",> 100%
Region,Region 5,All,2016-17,12,7.4,6.9,7.7,97,696,"10,300",> 100%
Region,Region 5,All,2016-17,13,7.3,6.8,7.9,95,690,"9,961",> 100%
Region,Region 5,All,2016-17,14,7.2,6.8,7.7,78,695,"10,006",> 100%
Region,Region 5,All,2016-17,15,7.1,6.7,7.4,58,680,"9,970",> 100%
Region,Region 5,All,2016-17,16,7.1,6.6,7.3,48,623,"9,215",> 100%
Region,Region 5,All,2016-17,17,6.9,6.5,6.2,22,546,"9,101",> 100%
Region,Region 5,All,2016-17,18,6.8,6.4,6.5,17,566,"9,008",99.4%
Region,Region 5,All,2016-17,19,6.7,6.3,5.9,11,542,"9,320",> 100%
Region,Region 5,All,2016-17,20,6.6,6.1,6,7,542,"9,137",> 100%
Region,Region 5,All,2016-17,21,6.5,6,5.7,3,509,"8,921",98.4%
Region,Region 5,All,2016-17,22,6.4,5.9,5.3,4,477,"9,005",99.4%
Region,Region 5,All,2016-17,23,6.3,5.8,5.5,5,492,"8,992",99.2%
Region,Region 5,All,2016-17,24,6.2,5.7,5.6,2,494,"8,826",97.4%
Region,Region 5,All,2016-17,25,6.1,5.6,6,3,516,"8,663",95.6%
Region,Region 5,All,2016-17,26,6,5.5,5.4,1,470,"8,756",96.6%
Region,Region 5,All,2016-17,27,5.9,5.4,5.4,2,473,"8,801",97.1%
Region,Region 5,All,2016-17,28,5.8,5.3,5.5,1,482,"8,704",96%
Region,Region 5,All,2016-17,29,5.7,5.2,5.2,1,446,"8,675",95.7%
Region,Region 5,All,2016-17,30,5.7,5.2,5.4,2,462,"8,582",94.7%
Region,Region 5,All,2016-17,31,5.6,5.1,4.9,1,422,"8,655",95.5%
Region,Region 5,All,2016-17,32,5.6,5.1,5.1,0,444,"8,777",96.9%
Region,Region 5,All,2016-17,33,5.6,5.1,5.1,2,449,"8,827",97.4%
Region,Region 5,All,2016-17,34,5.5,5.1,5.2,2,439,"8,558",94.4%
Region,Region 5,All,2016-17,35,5.6,5.1,4.8,1,425,"8,916",98.4%
Region,Region 5,All,2016-17,36,5.6,5.1,5.4,1,481,"8,908",98.3%
Region,Region 5,All,2016-17,37,5.6,5.1,5.3,1,482,"9,175",> 100%
Region,Region 5,All,2016-17,38,5.6,5.2,5.3,1,475,"9,017",99.5%
Region,Region 5,All,2016-17,39,5.7,5.2,5.4,0,478,"8,895",98.2%
Region,Region 6,All,2016-17,40,6.8,6.3,6.1,2,374,"6,123",99.6%
Region,Region 6,All,2016-17,41,6.9,6.4,6.1,2,369,"6,086",99%
